종명,접수일시,도로유형,도로명
고라니,2020-01-26,고속국도(재정),50
삵,2020-01-26,고속국도(재정),중앙고속도로
미동정(포유류),2020-01-27,고속국도(재정),경부고속도로
말똥가리,2020-01-28,고속국도(재정),중부고속도로
개,2020-01-28,고속국도(재정),남해제2고속도로지선
고라니,2020-01-28,고속국도(재정),고창담양고속도로
고라니,2020-01-29,고속국도(재정),중앙고속도로
고양이,2020-01-29,고속국도(재정),남해제2고속도로지선
개,2020-01-29,고속국도(재정),익산포항고속도로
고라니,2020-01-29,고속국도(재정),광주대구고속도로
고라니,2020-01-30,고속국도(재정),통영대전고속도로
꿩,2020-02-01,고속국도(재정),마산외곽고속도로
독수리,2020-02-01,고속국도(재정),영암순천고속도로
미동정(포유류),2020-02-01,고속국도(재정),경부고속도로
멧돼지,2020-02-02,고속국도(재정),경부고속도로
멧돼지,2020-02-02,고속국도(재정),중앙고속도로
멧돼지,2020-02-02,고속국도(재정),서해안고속도로
멧돼지,2020-02-03,고속국도(재정),통영대전고속도로
고라니,2020-02-03,고속국도(재정),영동고속도로
고라니,2020-02-03,고속국도(재정),서천공주고속도로
말똥가리,2020-02-04,고속국도(재정),서해안고속도로
멧돼지,2020-02-04,고속국도(재정),가호로
고라니,2020-02-06,고속국도(재정),서해안고속도로
고라니,2020-02-06,고속국도(재정),15
개,2020-02-07,고속국도(재정),중앙고속도로
고라니,2020-02-07,고속국도(재정),영동고속도로
고양이,2020-02-07,고속국도(재정),경인고속도로
고양이,2020-02-07,고속국도(재정),서울외곽순환고속도로
미동정(포유류),2020-02-07,고속국도(재정),경인고속도로
개,2020-02-07,고속국도(재정),남해고속도로
고양이,2020-02-07,고속국도(재정),남해고속도로
개,2020-02-07,고속국도(재정),통영대전고속도로
고라니,2020-02-08,고속국도(재정),익산포항고속도로
고양이,2020-02-08,고속국도(재정),중부고속도로
고라니,2020-02-08,고속국도(재정),서해안고속도로
고라니,2020-02-09,고속국도(재정),중부내륙고속도로
고라니,2020-02-09,고속국도(재정),익산포항고속도로
너구리,2020-02-10,고속국도(재정),울산포항고속도로
너구리,2020-02-10,고속국도(재정),남해고속도로
고라니,2020-02-11,고속국도(재정),당진영덕고속도로
말똥가리,2020-02-11,고속국도(재정),중앙고속도로
삵,2020-02-11,고속국도(재정),영암순천고속도로
고라니,2020-02-11,고속국도(재정),순천완주고속도로
멧돼지,2020-02-14,고속국도(재정),순천완주고속도로
멧돼지,2020-02-14,고속국도(재정),45
고양이,2020-02-14,고속국도(재정),29번
고라니,2020-02-15,고속국도(재정),당진영덕고속도로
개,2020-02-15,고속국도(재정),중부고속도로
고라니,2020-02-16,고속국도(재정),35번
고라니,2020-02-18,고속국도(재정),30번
고라니,2020-02-18,고속국도(재정),50
개,2020-02-19,고속국도(재정),55번
개,2020-02-20,고속국도(재정),15
고양이,2020-02-20,고속국도(재정),100
미동정(포유류),2020-02-20,고속국도(재정),100
개,2020-02-20,고속국도(재정),100
염소,2020-02-20,고속국도(재정),12
멧토끼,2020-02-20,고속국도(재정),10
고라니,2020-02-20,고속국도(재정),100
고라니,2020-02-21,고속국도(재정),45
멧돼지,2020-02-21,고속국도(재정),100
멧돼지,2020-02-21,고속국도(재정),37
고양이,2020-02-21,고속국도(재정),100
고양이,2020-02-21,고속국도(재정),35
미동정(포유류),2020-02-21,고속국도(재정),30
개,2020-02-23,고속국도(재정),153
염소,2020-02-23,고속국도(재정),30
개,2020-02-23,고속국도(재정),10
멧돼지,2020-02-23,고속국도(재정),35
검은등제비갈매기,2020-02-24,고속국도(재정),27
개,2020-02-25,고속국도(재정),60
노루,2020-02-25,고속국도(재정),12
개,2020-02-26,고속국도(재정),35
고라니,2020-02-26,고속국도(재정),30
너구리,2020-02-26,고속국도(재정),20
미동정(포유류),2020-02-27,고속국도(재정),55
고라니,2020-02-27,고속국도(재정),15
개,2020-02-27,고속국도(재정),15
고라니,2020-02-28,고속국도(재정),65
개,2020-02-28,고속국도(재정),5
꿩,2020-02-28,고속국도(재정),60
멧돼지,2020-02-29,고속국도(재정),15
고양이,2020-02-29,고속국도(재정),30
고라니,2020-02-29,고속국도(재정),55
고라니,2020-02-29,고속국도(재정),12
개,2020-02-29,고속국도(재정),35
고라니,2020-02-29,고속국도(재정),30
고라니,2020-03-01,고속국도(재정),서해안고속도로
말똥가리,2020-03-01,고속국도(재정),30
개,2020-03-02,고속국도(재정),중앙고속국도
고라니,2020-03-02,고속국도(재정),중부고속도로
미동정(포유류),2020-03-03,고속국도(재정),30
고양이,2020-03-03,고속국도(재정),경인고속도로
고양이,2020-03-03,고속국도(재정),서울외곽순환고속도로
고라니,2020-03-03,고속국도(재정),평택제천고속도로
말똥가리,2020-03-04,고속국도(재정),평택-시흥고속국도
너구리,2020-03-04,고속국도(재정),중앙고속도로
너구리,2020-03-04,고속국도(재정),30
미동정(포유류),2020-03-04,고속국도(재정),100
개,2020-03-04,고속국도(재정),100
고양이,2020-03-04,고속국도(재정),100
개,2020-03-05,고속국도(재정),중앙고속도로
삵,2020-03-06,고속국도(재정),서울양양고속도로
고라니,2020-03-06,고속국도(재정),중부고속도로
고라니,2020-03-07,고속국도(재정),서해안고속도로
고라니,2020-03-08,고속국도(재정),익산포항고속도로
고양이,2020-03-09,고속국도(재정),경부고속도로
미동정(포유류),2020-03-09,고속국도(재정),호남고속도로
고라니,2020-03-09,고속국도(재정),30
고라니,2020-03-09,고속국도(재정),당진영덕고속도로
고양이,2020-03-10,고속국도(재정),서울외곽순환고속도로
삵,2020-03-10,고속국도(재정),경인고속도로
고라니,2020-03-10,고속국도(재정),45
고라니,2020-03-10,고속국도(재정),중앙고속도로
고라니,2020-03-11,고속국도(재정),중부내륙고속도로
고라니,2020-03-11,고속국도(재정),35
황조롱이,2020-03-12,고속국도(재정),당진영덕고속도로
꿩,2020-03-12,고속국도(재정),마산외곽고속도로
고라니,2020-03-13,고속국도(재정),서해안고속도로
고라니,2020-03-13,고속국도(재정),당진영덕고속도로
고라니,2020-03-14,고속국도(재정),경부고속도로
고라니,2020-03-14,고속국도(재정),중부고속도로
고양이,2020-03-14,고속국도(재정),서해안고속도로
고양이,2020-03-14,고속국도(재정),중앙고속도로
고라니,2020-03-15,고속국도(재정),중앙고속도로
꿩,2020-03-15,고속국도(재정),평택-시흥고속국도
너구리,2020-03-15,고속국도(재정),중부고속도로
고라니,2020-03-16,고속국도(재정),30
고라니,2020-03-17,고속국도(재정),15
고양이,2020-03-18,고속국도(재정),1
고양이,2020-03-18,고속국도(재정),102
고라니,2020-03-19,고속국도(재정),30
멧돼지,2020-03-20,고속국도(재정),1
고양이,2020-03-20,고속국도(재정),100
개,2020-03-20,고속국도(재정),100
미동정(포유류),2020-03-21,고속국도(재정),10
고라니,2020-03-21,고속국도(재정),1
고라니,2020-03-21,고속국도(재정),30
미동정(포유류),2020-03-21,고속국도(재정),30
고라니,2020-03-22,고속국도(재정),15
고라니,2020-03-22,고속국도(재정),35
고양이,2020-03-23,고속국도(재정),100
고양이,2020-03-23,고속국도(재정),120
고라니,2020-03-24,고속국도(재정),15
고라니,2020-03-24,고속국도(재정),35
고양이,2020-03-24,고속국도(재정),15
고라니,2020-03-24,고속국도(재정),20
고라니,2020-03-25,고속국도(재정),151
고라니,2020-03-25,고속국도(재정),1
고라니,2020-03-25,고속국도(재정),15
미동정(포유류),2020-03-25,고속국도(재정),45
개,2020-03-26,고속국도(재정),100
고라니,2020-03-26,고속국도(재정),35
고라니,2020-03-28,고속국도(재정),30
고양이,2020-03-29,고속국도(재정),50
족제비,2020-03-30,고속국도(재정),10
고라니,2020-03-30,고속국도(재정),1
개,2020-03-31,고속국도(재정),35
멧돼지,2020-03-31,고속국도(재정),1
고라니,2020-03-31,고속국도(재정),27
미동정(포유류),2020-04-01,고속국도(재정),중부고속도로
고양이,2020-04-01,고속국도(재정),당진영덕고속도로
고양이,2020-04-01,고속국도(재정),경인고속도로
꿩,2020-04-01,고속국도(재정),서울외곽순환고속도로
개,2020-04-01,고속국도(재정),100
고양이,2020-04-01,고속국도(재정),서울외곽순환고속도로
고라니,2020-04-01,고속국도(재정),서해안고속도로
멧토끼,2020-04-02,고속국도(재정),55
노루,2020-04-02,고속국도(재정),동해고속도로
고라니,2020-04-03,고속국도(재정),익산포항고속도로
고라니,2020-04-03,고속국도(재정),서해안고속도로
고양이,2020-04-03,고속국도(재정),중앙고속도로
수리부엉이,2020-04-03,고속국도(재정),30
고라니,2020-04-03,고속국도(재정),영동고속도로
개,2020-04-04,고속국도(재정),서해안고속도로
고라니,2020-04-04,고속국도(재정),호남고속도로
고라니,2020-04-05,고속국도(재정),중부고속도로
고라니,2020-04-05,고속국도(재정),당진영덕고속도로
고라니,2020-04-05,고속국도(재정),15
고라니,2020-04-06,고속국도(재정),중부고속도로
개,2020-04-06,고속국도(재정),중부고속도로
개,2020-04-07,고속국도(재정),40
닭,2020-04-07,고속국도(재정),35
고라니,2020-04-08,고속국도(재정),중부내륙고속도로
멧돼지,2020-04-08,고속국도(재정),100
고양이,2020-04-08,고속국도(재정),서울외곽순환고속도로
고라니,2020-04-08,고속국도(재정),서울외곽순환고속도로
고라니,2020-04-08,고속국도(재정),당진영덕고속도로
고라니,2020-04-09,고속국도(재정),동해고속도로
고라니,2020-04-09,고속국도(재정),호남고속도로지선
멧토끼,2020-04-09,고속국도(재정),상주영천고속도로
고라니,2020-04-09,고속국도(재정),중부고속도로
멧돼지,2020-04-09,고속국도(재정),영동고속도로
고양이,2020-04-10,고속국도(재정),통영대전고속도로
고라니,2020-04-10,고속국도(재정),서해안고속도로
미동정(포유류),2020-04-10,고속국도(재정),12
고라니,2020-04-11,고속국도(재정),151
고라니,2020-04-11,고속국도(재정),경부고속도로
고라니,2020-04-11,고속국도(재정),영암순천고속도로
고라니,2020-04-12,고속국도(재정),중부내륙고속도로
미동정(포유류),2020-04-12,고속국도(재정),1
개,2020-04-12,고속국도(재정),영암순천고속도로
고라니,2020-04-12,고속국도(재정),광주대구고속도로
고라니,2020-04-12,고속국도(재정),중부고속도로
멧돼지,2020-04-12,고속국도(재정),천안논산고속도로
고라니,2020-04-12,고속국도(재정),당진영덕고속도로
고라니,2020-04-13,고속국도(재정),중앙고속도로
고라니,2020-04-13,고속국도(재정),당진영덕고속도로
고라니,2020-04-13,고속국도(재정),서해안고속도로
고라니,2020-04-14,고속국도(재정),35
삵,2020-04-14,고속국도(재정),익산포항고속도로
고라니,2020-04-14,고속국도(재정),50
고라니,2020-04-14,고속국도(재정),경부고속도로
너구리,2020-04-15,고속국도(재정),30
고라니,2020-04-15,고속국도(재정),평택-시흥고속국도
고라니,2020-04-15,고속국도(재정),호남고속도로지선
고라니,2020-04-15,고속국도(재정),서해안고속도로
고라니,2020-04-16,고속국도(재정),호남고속도로
고라니,2020-04-16,고속국도(재정),중부내륙고속도로
고라니,2020-04-16,고속국도(재정),중부고속도로
고라니,2020-04-17,고속국도(재정),중부고속도로
꿩,2020-04-17,고속국도(재정),통영대전고속도로
고라니,2020-04-17,고속국도(재정),45
멧돼지,2020-04-17,고속국도(재정),경부고속도로
고라니,2020-04-18,고속국도(재정),중부고속도로
멧돼지,2020-04-18,고속국도(재정),천안논산고속도로
고라니,2020-04-18,고속국도(재정),서해안고속도로
고라니,2020-04-19,고속국도(재정),당진영덕고속도로
고라니,2020-04-19,고속국도(재정),통영대전고속도로
고라니,2020-04-19,고속국도(재정),중앙고속도로
고라니,2020-04-20,고속국도(재정),당진영덕고속도로
고라니,2020-04-20,고속국도(재정),35
고라니,2020-04-22,고속국도(재정),300
고양이,2020-04-22,고속국도(재정),30
고라니,2020-04-23,고속국도(재정),1
고라니,2020-04-23,고속국도(재정),15
오소리,2020-04-23,고속국도(재정),15
미동정(포유류),2020-04-23,고속국도(재정),20
고라니,2020-04-23,고속국도(재정),300
너구리,2020-04-24,고속국도(재정),30
고라니,2020-04-24,고속국도(재정),55
삵,2020-04-24,고속국도(재정),65
개꿩,2020-04-24,고속국도(재정),12
고라니,2020-04-24,고속국도(재정),30
고라니,2020-04-24,고속국도(재정),1
고라니,2020-04-24,고속국도(재정),15
꿩,2020-04-24,고속국도(재정),55
고라니,2020-04-25,고속국도(재정),55
고라니,2020-04-25,고속국도(재정),35
너구리,2020-04-25,고속국도(재정),251
고라니,2020-04-25,고속국도(재정),15
고라니,2020-04-25,고속국도(재정),45
고라니,2020-04-26,고속국도(재정),1
고라니,2020-04-26,고속국도(재정),35
고양이,2020-04-26,고속국도(재정),153
고라니,2020-04-27,고속국도(재정),15
고라니,2020-04-27,고속국도(재정),40
고라니,2020-04-27,고속국도(재정),1
미동정(포유류),2020-04-27,고속국도(재정),1
고라니,2020-04-27,고속국도(재정),50
고라니,2020-04-28,고속국도(재정),27
멧돼지,2020-04-28,고속국도(재정),151
고라니,2020-04-28,고속국도(재정),30
멧돼지,2020-04-29,고속국도(재정),35
고양이,2020-04-29,고속국도(재정),153
개,2020-04-29,고속국도(재정),55
고양이,2020-04-29,고속국도(재정),35
고양이,2020-04-29,고속국도(재정),100
고양이,2020-04-29,고속국도(재정),120
고라니,2020-04-29,고속국도(재정),1
미동정(포유류),2020-04-29,고속국도(재정),55
고라니,2020-04-29,고속국도(재정),251
고라니,2020-04-29,고속국도(재정),151
고라니,2020-04-29,고속국도(재정),15
고라니,2020-04-29,고속국도(재정),153
고라니,2020-04-30,고속국도(재정),37
고라니,2020-04-30,고속국도(재정),35
고양이,2020-04-30,고속국도(재정),15
고라니,2020-04-30,고속국도(재정),15
고라니,2020-04-30,고속국도(재정),151
고라니,2020-04-30,고속국도(재정),1
고라니,2020-04-30,고속국도(재정),30
개,2020-04-30,고속국도(재정),65
삵,2020-05-01,고속국도(재정),1
고라니,2020-05-01,고속국도(재정),301
개,2020-05-01,고속국도(재정),27
고라니,2020-05-01,고속국도(재정),300
고라니,2020-05-01,고속국도(재정),35
고라니,2020-05-01,고속국도(재정),50
고라니,2020-05-01,고속국도(재정),37
고라니,2020-05-02,고속국도(재정),50
미동정(포유류),2020-05-02,고속국도(재정),151
고라니,2020-05-02,고속국도(재정),27
고라니,2020-05-02,고속국도(재정),35
개,2020-05-02,고속국도(재정),153
고라니,2020-05-02,고속국도(재정),1
고라니,2020-05-02,고속국도(재정),151
고라니,2020-05-03,고속국도(재정),15
개,2020-05-03,고속국도(재정),37
오소리,2020-05-03,고속국도(재정),104
고양이,2020-05-03,고속국도(재정),37
고라니,2020-05-03,고속국도(재정),1
고라니,2020-05-03,고속국도(재정),55
고라니,2020-05-03,고속국도(재정),151
고라니,2020-05-03,고속국도(재정),60
고라니,2020-05-03,고속국도(재정),45
너구리,2020-05-04,고속국도(재정),55
고라니,2020-05-04,고속국도(재정),1
미동정(포유류),2020-05-04,고속국도(재정),10
개,2020-05-04,고속국도(재정),45
고라니,2020-05-04,고속국도(재정),35
고라니,2020-05-04,고속국도(재정),151
고라니,2020-05-04,고속국도(재정),15
고라니,2020-05-04,고속국도(재정),30
고라니,2020-05-04,고속국도(재정),50
미동정(포유류),2020-05-04,고속국도(재정),253
고라니,2020-05-05,고속국도(재정),35
고라니,2020-05-05,고속국도(재정),45
고라니,2020-05-05,고속국도(재정),1
고라니,2020-05-05,고속국도(재정),15
고라니,2020-05-05,고속국도(재정),30
고라니,2020-05-05,고속국도(재정),중부내륙고속도로
고라니,2020-05-05,고속국도(재정),서천공주고속도로
고라니,2020-05-05,고속국도(재정),영동고속도로
고라니,2020-05-05,고속국도(재정),중앙고속도로
고라니,2020-05-06,고속국도(재정),50
고라니,2020-05-06,고속국도(재정),151
고라니,2020-05-06,고속국도(재정),1
고라니,2020-05-06,고속국도(재정),10
고라니,2020-05-06,고속국도(재정),30
고라니,2020-05-06,고속국도(재정),15
고라니,2020-05-06,고속국도(재정),12
고라니,2020-05-06,고속국도(재정),35
미동정(포유류),2020-05-06,고속국도(재정),55
고라니,2020-05-06,고속국도(재정),20
고라니,2020-05-07,고속국도(재정),55
고라니,2020-05-07,고속국도(재정),35
고라니,2020-05-07,고속국도(재정),1
고라니,2020-05-07,고속국도(재정),30
고라니,2020-05-07,고속국도(재정),15
고양이,2020-05-07,고속국도(재정),100
미동정(포유류),2020-05-07,고속국도(재정),110
고라니,2020-05-07,고속국도(재정),12
오소리,2020-05-07,고속국도(재정),30
고라니,2020-05-07,고속국도(재정),3
고라니,2020-05-07,고속국도(재정),45
노루,2020-05-07,고속국도(재정),300
고라니,2020-05-08,고속국도(재정),40
고라니,2020-05-08,고속국도(재정),15
고라니,2020-05-08,고속국도(재정),12
너구리,2020-05-08,고속국도(재정),153
고라니,2020-05-09,고속국도(재정),1
고라니,2020-05-09,고속국도(재정),35
고라니,2020-05-09,고속국도(재정),12
고라니,2020-05-09,고속국도(재정),251
노루,2020-05-09,고속국도(재정),55
노루,2020-05-09,고속국도(재정),35
고라니,2020-05-10,고속국도(재정),35
고라니,2020-05-10,고속국도(재정),12
고라니,2020-05-10,고속국도(재정),153
노루,2020-05-10,고속국도(재정),55
고라니,2020-05-10,고속국도(재정),50
미동정(포유류),2020-05-10,고속국도(재정),30
고라니,2020-05-10,고속국도(재정),30
고라니,2020-05-10,고속국도(재정),1
고라니,2020-05-11,고속국도(재정),15
고라니,2020-05-11,고속국도(재정),35
고라니,2020-05-11,고속국도(재정),151
고라니,2020-05-11,고속국도(재정),1
오소리,2020-05-11,고속국도(재정),20
고라니,2020-05-11,고속국도(재정),12
고라니,2020-05-11,고속국도(재정),30
고라니,2020-05-12,고속국도(재정),1
고라니,2020-05-12,고속국도(재정),55
고라니,2020-05-12,고속국도(재정),251
오소리,2020-05-12,고속국도(재정),15
고라니,2020-05-12,고속국도(재정),35
고라니,2020-05-13,고속국도(재정),50
고라니,2020-05-13,고속국도(재정),15
고라니,2020-05-13,고속국도(재정),35
고라니,2020-05-13,고속국도(재정),45
미동정(포유류),2020-05-13,고속국도(재정),30
고라니,2020-05-13,고속국도(재정),151
너구리,2020-05-13,고속국도(재정),153
고라니,2020-05-13,고속국도(재정),12
고라니,2020-05-13,고속국도(재정),30
미동정(포유류),2020-05-13,고속국도(재정),50
고라니,2020-05-13,고속국도(재정),153
고라니,2020-05-14,고속국도(재정),153
고라니,2020-05-14,고속국도(재정),55
고라니,2020-05-14,고속국도(재정),50
멧돼지,2020-05-14,고속국도(재정),30
고라니,2020-05-14,고속국도(재정),35
고라니,2020-05-14,고속국도(재정),1
너구리,2020-05-14,고속국도(재정),15
고라니,2020-05-14,고속국도(재정),60
고라니,2020-05-14,고속국도(재정),151
삵,2020-05-14,고속국도(재정),15
고라니,2020-05-15,고속국도(재정),55
고라니,2020-05-15,고속국도(재정),15
고라니,2020-05-15,고속국도(재정),35
고라니,2020-05-15,고속국도(재정),50
고라니,2020-05-15,고속국도(재정),30
고라니,2020-05-15,고속국도(재정),204
고라니,2020-05-15,고속국도(재정),251
고라니,2020-05-16,고속국도(재정),서해안고속도로
고양이,2020-05-16,고속국도(재정),경부고속도로
고라니,2020-05-16,고속국도(재정),상주영천고속도로
고라니,2020-05-16,고속국도(재정),경부고속도로
고라니,2020-05-16,고속국도(재정),익산포항고속도로
고라니,2020-05-16,고속국도(재정),151
고라니,2020-05-16,고속국도(재정),35
고라니,2020-05-17,고속국도(재정),경부고속도로
오소리,2020-05-17,고속국도(재정),경부고속도로
고라니,2020-05-17,고속국도(재정),서울양양고속도로
고라니,2020-05-17,고속국도(재정),중부고속도로
고라니,2020-05-17,고속국도(재정),제2중부고속도로
오소리,2020-05-17,고속국도(재정),제2중부고속도로
고라니,2020-05-17,고속국도(재정),당진영덕고속도로
노루,2020-05-17,고속국도(재정),중앙고속도로
고라니,2020-05-17,고속국도(재정),중부고속국도
고라니,2020-05-17,고속국도(재정),서해안고속도로
고라니,2020-05-17,고속국도(재정),호남고속도로지선
고라니,2020-05-17,고속국도(재정),중앙고속도로
미동정(포유류),2020-05-18,고속국도(재정),서천공주고속도로
고라니,2020-05-18,고속국도(재정),서천공주고속도로
고라니,2020-05-18,고속국도(재정),익산포항고속도로
고라니,2020-05-18,고속국도(재정),서해안고속도로
고라니,2020-05-18,고속국도(재정),중부고속도로
고라니,2020-05-18,고속국도(재정),중부내륙고속도로
고라니,2020-05-18,고속국도(재정),영동고속도로
고라니,2020-05-18,고속국도(재정),통영대전고속도로
고라니,2020-05-19,고속국도(재정),경부고속도로
고라니,2020-05-19,고속국도(재정),영동고속도로
고라니,2020-05-19,고속국도(재정),서천공주고속도로
고라니,2020-05-19,고속국도(재정),중부고속도로
고라니,2020-05-19,고속국도(재정),당진영덕고속도로
고라니,2020-05-20,고속국도(재정),중부내륙고속도로
고라니,2020-05-20,고속국도(재정),광주무안고속도로
고라니,2020-05-20,고속국도(재정),당진영덕고속도로
오소리,2020-05-20,고속국도(재정),중부내륙고속도로
오소리,2020-05-20,고속국도(재정),남해고속도로
고라니,2020-05-20,고속국도(재정),서해안고속도로
멧돼지,2020-05-20,고속국도(재정),영동고속도로
고라니,2020-05-20,고속국도(재정),중앙고속도로
미동정(포유류),2020-05-21,고속국도(재정),경인고속도로
고양이,2020-05-21,고속국도(재정),경인고속도로
고라니,2020-05-21,고속국도(재정),서울외곽순환고속도로
고라니,2020-05-21,고속국도(재정),경부고속도로
고라니,2020-05-21,고속국도(재정),광주무안고속도로
고라니,2020-05-21,고속국도(재정),서해안고속도로
고라니,2020-05-21,고속국도(재정),중앙고속도로
고라니,2020-05-21,고속국도(재정),중부고속도로
고라니,2020-05-21,고속국도(재정),고창담양고속도로
고라니,2020-05-21,고속국도(재정),서천공주고속도로
고라니,2020-05-22,고속국도(재정),익산포항고속도로
미동정(포유류),2020-05-22,고속국도(재정),영동고속도로
고라니,2020-05-22,고속국도(재정),광주대구고속도로
고라니,2020-05-22,고속국도(재정),50
고라니,2020-05-22,고속국도(재정),남해제2고속도로지선
고라니,2020-05-22,고속국도(재정),서천공주고속도로
고라니,2020-05-22,고속국도(재정),당진영덕고속도로
고라니,2020-05-23,고속국도(재정),익산포항고속도로
고라니,2020-05-23,고속국도(재정),서천공주고속도로
고라니,2020-05-23,고속국도(재정),경부고속도로
고라니,2020-05-23,고속국도(재정),제2중부고속도로
삵,2020-05-23,고속국도(재정),당진영덕고속도로
고라니,2020-05-23,고속국도(재정),서울양양고속도로
고라니,2020-05-23,고속국도(재정),통영대전고속도로
고라니,2020-05-24,고속국도(재정),12
고라니,2020-05-24,고속국도(재정),당진영덕고속도로
개,2020-05-24,고속국도(재정),중앙고속도로
고라니,2020-05-24,고속국도(재정),중부고속도로
고라니,2020-05-24,고속국도(재정),경부고속도로
고양이,2020-05-24,고속국도(재정),중부고속도로
고라니,2020-05-24,고속국도(재정),제2중부고속도로
고라니,2020-05-24,고속국도(재정),서해안고속도로
고라니,2020-05-24,고속국도(재정),서천공주고속도로
고라니,2020-05-24,고속국도(재정),천안논산고속도로
고라니,2020-05-24,고속국도(재정),순천완주고속도로
오소리,2020-05-24,고속국도(재정),익산포항고속도로
고라니,2020-05-24,고속국도(재정),무안-광주고속국도
고라니,2020-05-24,고속국도(재정),중앙고속도로
고라니,2020-05-25,고속국도(재정),중앙고속도로
고라니,2020-05-25,고속국도(재정),서해안고속도로
고라니,2020-05-25,고속국도(재정),중부고속도로
고양이,2020-05-25,고속국도(재정),중부고속도로
고라니,2020-05-25,고속국도(재정),서천공주고속도로
고라니,2020-05-25,고속국도(재정),당진영덕고속도로
멧돼지,2020-05-25,고속국도(재정),익산포항고속도로
고라니,2020-05-26,고속국도(재정),중앙고속도로
고라니,2020-05-26,고속국도(재정),중부고속도로
고라니,2020-05-26,고속국도(재정),서천공주고속도로
고라니,2020-05-26,고속국도(재정),서해안고속도로
고라니,2020-05-26,고속국도(재정),영동고속도로
고양이,2020-05-26,고속국도(재정),서울양양고속도로
고라니,2020-05-26,고속국도(재정),35
고라니,2020-05-26,고속국도(재정),당진영덕고속도로
고라니,2020-05-26,고속국도(재정),호남고속도로
고라니,2020-05-26,고속국도(재정),경부고속도로
고라니,2020-05-27,고속국도(재정),중앙고속도로
오소리,2020-05-27,고속국도(재정),영동고속도로
고라니,2020-05-27,고속국도(재정),1
고양이,2020-05-27,고속국도(재정),35
고라니,2020-05-27,고속국도(재정),익산포항고속도로
고라니,2020-05-27,고속국도(재정),30
노루,2020-05-27,고속국도(재정),익산포항고속도로
고라니,2020-05-27,고속국도(재정),당진영덕고속도로
고라니,2020-05-28,고속국도(재정),서해안고속도로
고라니,2020-05-28,고속국도(재정),경부고속도로
고라니,2020-05-28,고속국도(재정),예영로
고라니,2020-05-28,고속국도(재정),호남고속도로
고라니,2020-05-28,고속국도(재정),서천공주고속도로
고라니,2020-05-29,고속국도(재정),중부내륙고속도로
고라니,2020-05-29,고속국도(재정),서천공주고속도로
멧돼지,2020-05-29,고속국도(재정),동해고속도로
고라니,2020-05-29,고속국도(재정),동해고속도로
파랑새,2020-05-29,고속국도(재정),중부내륙고속도로
고라니,2020-05-29,고속국도(재정),영동고속도로
고라니,2020-05-29,고속국도(재정),중부고속도로
오소리,2020-05-29,고속국도(재정),중앙고속도로
고라니,2020-05-29,고속국도(재정),익산포항고속도로
미동정(포유류),2020-05-29,고속국도(재정),중앙고속국도
고라니,2020-05-30,고속국도(재정),당진영덕고속도로
고라니,2020-05-30,고속국도(재정),중부고속도로
고라니,2020-05-30,고속국도(재정),경부고속도로
오소리,2020-05-30,고속국도(재정),중앙고속도로
꿩,2020-05-30,고속국도(재정),남해고속도로
고라니,2020-05-30,고속국도(재정),서울양양고속도로
고라니,2020-05-30,고속국도(재정),영동고속도로
고라니,2020-05-30,고속국도(재정),서천공주고속도로
고라니,2020-05-30,고속국도(재정),서해안고속도로
멧돼지,2020-05-30,고속국도(재정),호남고속도로
고라니,2020-05-31,고속국도(재정),경부고속도로
고라니,2020-05-31,고속국도(재정),일반국도17호선
고양이,2020-05-31,고속국도(재정),평택-시흥고속국도
오소리,2020-05-31,고속국도(재정),중부내륙고속도로
고라니,2020-05-31,고속국도(재정),서해안고속도로
고라니,2020-05-31,고속국도(재정),대전남부순환고속도로
고라니,2020-05-31,고속국도(재정),중앙고속도로
고라니,2020-05-31,고속국도(재정),당진영덕고속도로
오소리,2020-05-31,고속국도(재정),중앙고속도로
너구리,2020-05-31,고속국도(재정),중부고속도로
미동정(포유류),2020-06-01,고속국도(재정),25
고라니,2020-06-01,고속국도(재정),55
고양이,2020-06-01,고속국도(재정),100
고양이,2020-06-01,고속국도(재정),120
흰뺨검둥오리,2020-06-01,고속국도(재정),120
고라니,2020-06-01,고속국도(재정),50
고라니,2020-06-01,고속국도(재정),27
고라니,2020-06-01,고속국도(재정),15
고라니,2020-06-01,고속국도(재정),35
고라니,2020-06-02,고속국도(재정),55
고라니,2020-06-02,고속국도(재정),10
오소리,2020-06-02,고속국도(재정),65
고라니,2020-06-02,고속국도(재정),30
고라니,2020-06-02,고속국도(재정),15
고라니,2020-06-02,고속국도(재정),50
고양이,2020-06-02,고속국도(재정),37
고양이,2020-06-02,고속국도(재정),55
고라니,2020-06-02,고속국도(재정),1
미동정(포유류),2020-06-02,고속국도(재정),50
멧돼지,2020-06-02,고속국도(재정),25
고라니,2020-06-03,고속국도(재정),35
고라니,2020-06-03,고속국도(재정),27
고라니,2020-06-03,고속국도(재정),15
고라니,2020-06-03,고속국도(재정),151
고라니,2020-06-03,고속국도(재정),1
고라니,2020-06-03,고속국도(재정),30
고라니,2020-06-04,고속국도(재정),55
고라니,2020-06-04,고속국도(재정),50
고양이,2020-06-04,고속국도(재정),110
고라니,2020-06-04,고속국도(재정),251
미동정(포유류),2020-06-04,고속국도(재정),35
고라니,2020-06-04,고속국도(재정),52
고라니,2020-06-04,고속국도(재정),30
미동정(포유류),2020-06-04,고속국도(재정),1
